Boleracea_gene,NCBI_gene
Bo4g173640,106341767
Bo4g001020,106341769
Bo4g001030,106341770
Bo4g194100,106341771
Bo4g191580,106341772
Bo1g147290,106341773
Bo4g191550,106341774
Bo4g191560,106341775
Bo4g191570,106341776
Bo1g118950,106341777
Bo4g036300,106341778
Bo4g036290,106341779
Bo4g098550,106341780
Bo4g098540,106341781
Bo1g105620,106341782
Bo4g159990,106341786
Bo4g150950,106341787
Bo1g157570,106341788
Bo4g150940,106341789
Bo1g031770,106341791
Bo4g140900,106341793
Bo4g140910,106341794
Bo4g140920,106341795
Bo4g195900,106341796
Bo4g195870,106341797
Bo4g195890,106341798
Bo4g005730,106341801
Bo4g005740,106341802
Bo4g191060,106341803
Bo4g191050,106341804
Bo1g051430,106341805
Bo4g031130,106341806
Bo4g158740,106341807
Bo4g200840,106341808
Bo4g195670,106341809
Bo4g195650,106341810
Bo4g195660,106341811
Bo4g182170,106341814
Bo4g182160,106341815
Bo4g022790,106341817
Bo4g022780,106341818
Bo1g153470,106341821
Bo4g022760,106341822
Bo4g002380,106341825
Bo4g002370,106341826
Bo4g002360,106341827
Bo4g183070,106341829
Bo4g119950,106341831
Bo1g117770,106341832
Bo4g173430,106341835
Bo4g173420,106341836
Bo4g019770,106341837
Bo4g019780,106341838
Bo4g025120,106341840
Bo1g055430,106341841
Bo4g111320,106341843
Bo4g133190,106341846
Bo4g133200,106341847
Bo4g133170,106341849
Bo1g105320,106341850
Bo4g133210,106341851
Bo4g198620,106341852
Bo4g198630,106341853
Bo4g027410,106341854
Bo4g039420,106341855
Bo4g077040,106341856
Bo4g077050,106341857
Bo1g018010,106341859
Bo4g177620,106341860
Bo4g177650,106341861
Bo4g177640,106341862
Bo4g121660,106341864
Bo4g121650,106341865
Bo4g191690,106341866
Bo4g187810,106341867
Bo4g187800,106341868
Bo4g188350,106341869
Bo4g098240,106341870
Bo4g098230,106341871
Bo1g006650,106341872
Bo4g034570,106341873
Bo4g190420,106341874
Bo4g190400,106341875
Bo4g167910,106341877
Bo4g167920,106341878
Bo4g096940,106341879
Bo1g141430,106341880
Bo4g096930,106341882
Bo4g191470,106341884
Bo4g191510,106341885
Bo4g191480,106341886
Bo4g191500,106341887
Bo4g191520,106341888
Bo1g145110,106341889
Bo4g191490,106341890
Bo4g059750,106341891
Bo4g125670,106341895
Bo4g125690,106341896
Bo1g154910,106341898
Bo4g125680,106341899
Bo4g107870,106341900
Bo4g019630,106341903
Bo4g001210,106341904
Bo4g001200,106341905
Bo4g001190,106341906
Bo4g021010,106341907
Bo1g037700,106341908
Bo4g021020,106341909
Bo4g021000,106341910
Bo4g190680,106341912
Bo4g190690,106341914
Bo4g084760,106341915
Bo1g146130,106341917
Bo4g026550,106341918
Bo4g026540,106341919
Bo4g179470,106341920
Bo4g179480,106341921
Bo4g002240,106341923
Bo4g002230,106341924
Bo1g003170,106341926
Bo4g061440,106341927
Bo4g061420,106341928
Bo4g061430,106341929
Bo4g011440,106341933
Bo4g012480,106341935
Bo1g087840,106341936
Bo4g133290,106341938
Bo4g031140,106341939
Bo4g031150,106341940
Bo4g116880,106341942
Bo4g116890,106341943
Bo4g137200,106341944
Bo4g158780,106341945
Bo4g158770,106341946
Bo4g006940,106341947
Bo4g006950,106341948
Bo4g006960,106341949
Bo4g006970,106341950
Bo1g067400,106341951
Bo4g135950,106341953
Bo4g164890,106341954
Bo4g164900,106341955
Bo4g045930,106341957
Bo4g097000,106341958
Bo1g098570,106341960
Bo4g134730,106341961
Bo4g134720,106341962
Bo4g187080,106341963
Bo4g187090,106341964
Bo4g187100,106341965
Bo4g187110,106341966
Bo4g190600,106341967
Bo4g190590,106341968
Bo4g106490,106341969
Bo1g078950,106341970
Bo4g149510,106341974
Bo4g176050,106341975
Bo4g181830,106341976
Bo1g006150,106341977
Bo4g039150,106341979
Bo4g009360,106341980
Bo4g121680,106341981
Bo4g161370,106341984
Bo4g161340,106341985
Bo4g161360,106341987
Bo4g188460,106341988
Bo4g188450,106341989
Bo4g179430,106341990
Bo4g104820,106341991
Bo4g194120,106341992
Bo1g103500,106341993
Bo4g111520,106341994
Bo4g111530,106341996
Bo4g125440,106341997
Bo4g125450,106341999
Bo4g125490,106342000
Bo4g034640,106342001
Bo1g147360,106342004
Bo4g025890,106342005
Bo4g025910,106342006
Bo4g198600,106342008
Bo4g198590,106342009
Bo4g142040,106342010
Bo4g119940,106342011
Bo1g086060,106342012
Bo4g136560,106342013
Bo4g182040,106342014
Bo4g182060,106342015
Bo4g182050,106342016
Bo4g154060,106342017
Bo4g154100,106342018
Bo4g154080,106342019
Bo4g154090,106342020
Bo1g150410,106342021
Bo4g154070,106342024
Bo4g149780,106342025
Bo4g182860,106342026
Bo4g182850,106342027
Bo4g120510,106342028
Bo4g120530,106342030
Bo1g002200,106342031
Bo4g120520,106342032
Bo4g170760,106342033
Bo4g158580,106342034
Bo4g038970,106342035
Bo4g038980,106342036
Bo4g038990,106342037
Bo4g127210,106342038
Bo1g144020,106342039
Bo4g127200,106342040
Bo4g130980,106342041
Bo4g130990,106342042
Bo4g127050,106342043
Bo4g127040,106342044
Bo4g025980,106342045
Bo4g025990,106342046
Bo1g007410,106342047
Bo4g154800,106342048
Bo4g154820,106342049
Bo4g154830,106342050
Bo4g154810,106342051
Bo4g008170,106342052
Bo4g177670,106342053
Bo1g087360,106342054
Bo4g177660,106342055
Bo4g190200,106342058
Bo4g190180,106342059
Bo4g190190,106342060
Bo1g016670,106342061
Bo4g190210,106342063
Bo4g039020,106342064
Bo4g041280,106342065
Bo1g126080,106342066
Bo4g015880,106342068
Bo4g015870,106342069
Bo4g151620,106342071
Bo4g173750,106342073
Bo4g173760,106342074
Bo1g144010,106342075
Bo4g052150,106342076
Bo4g052140,106342078
Bo4g061330,106342079
Bo4g107930,106342080
Bo1g158910,106342083
Bo4g107920,106342084
Bo4g183420,106342085
Bo4g183430,106342086
Bo4g098820,106342088
Bo1g006820,106342089
Bo4g125610,106342091
Bo4g182460,106342092
Bo4g182450,106342093
Bo4g029830,106342094
Bo4g170740,106342096
Bo4g170730,106342097
Bo4g170750,106342098
Bo4g004550,106342099
Bo1g023980,106342100
Bo4g186410,106342101
Bo4g187340,106342102
Bo4g187350,106342103
Bo4g157540,106342104
Bo4g169160,106342105
Bo4g182150,106342106
Bo4g118430,106342107
Bo4g183310,106342108
Bo3g151280,106342109
Bo4g195830,106342110
Bo1g091590,106342111
Bo4g195820,106342112
Bo4g195840,106342113
Bo4g084820,106342114
Bo4g134560,106342115
Bo4g182630,106342116
Bo4g188080,106342118
Bo4g188070,106342119
Bo4g191150,106342120
Bo1g107170,106342121
Bo4g191130,106342122
Bo4g059650,106342125
Bo4g059670,106342126
Bo4g059660,106342128
Bo4g116920,106342129
Bo1g057740,106342130
Bo4g105080,106342131
Bo4g105090,106342132
Bo4g024540,106342133
Bo4g024550,106342134
Bo4g151840,106342135
Bo4g039300,106342136
Bo4g039290,106342137
Bo4g188090,106342138
Bo4g168070,106342140
Bo4g078510,106342141
Bo4g039450,106342142
Bo1g011740,106342143
Bo4g039460,106342144
Bo4g136420,106342145
Bo4g136410,106342146
Bo4g198550,106342148
Bo4g198560,106342149
Bo4g096810,106342150
Bo1g039000,106342151
Bo4g191180,106342152
Bo4g186590,106342153
Bo4g108000,106342154
Bo4g187430,106342157
Bo1g037600,106342158
Bo4g187420,106342159
Bo4g021180,106342160
Bo4g021190,106342161
Bo4g002210,106342162
Bo4g065820,106342163
Bo4g137640,106342164
Bo4g030910,106342166
Bo4g031090,106342167
Bo1g138980,106342168
Bo4g135970,106342169
Bo4g135830,106342170
Bo4g135820,106342171
Bo4g129520,106342172
Bo4g188660,106342174
Bo4g188680,106342175
Bo4g188650,106342176
Bo4g190740,106342177
Bo4g173300,106342179
Bo4g067020,106342180
Bo4g067030,106342182
Bo1g139010,106342183
Bo4g019640,106342185
Bo4g173600,106342186
Bo4g173610,106342187
Bo4g045290,106342188
Bo4g057410,106342193
Bo4g057420,106342194
Bo4g186210,106342196
Bo4g030350,106342197
Bo4g030340,106342198
Bo4g158550,106342199
Bo4g115560,106342200
Bo1g157470,106342202
Bo4g181670,106342203
Bo4g164940,106342204
Bo4g129600,106342206
Bo4g184530,106342207
Bo4g027490,106342209
Bo1g007390,106342210
Bo4g027510,106342211
Bo4g027480,106342212
Bo4g027560,106342213
Bo4g154410,106342218
Bo1g039640,106342219
Bo4g186480,106342220
Bo4g002420,106342221
Bo4g002400,106342223
Bo4g142620,106342225
Bo4g030420,106342226
Bo4g030430,106342227
Bo4g122780,106342229
Bo1g019130,106342230
Bo4g025740,106342232
Bo4g013320,106342233
Bo4g013330,106342234
Bo4g151860,106342235
Bo4g073130,106342236
Bo4g097090,106342237
Bo4g097100,106342239
Bo4g039350,106342240
Bo4g124020,106342243
Bo4g165480,106342244
Bo4g165490,106342245
Bo4g137780,106342246
Bo4g161400,106342247
Bo4g078380,106342248
Bo4g030260,106342249
Bo1g113520,106342250
Bo4g195240,106342251
Bo4g195250,106342252
Bo4g195230,106342253
Bo4g127380,106342254
Bo4g128400,106342255
Bo4g137400,106342256
Bo4g191080,106342258
Bo4g191070,106342259
Bo1g129720,106342260
Bo4g084720,106342261
Bo4g161160,106342262
Bo4g160090,106342263
Bo4g020950,106342264
Bo4g161490,106342265
Bo4g043610,106342266
Bo4g078580,106342267
Bo1g006620,106342268
Bo4g070370,106342269
Bo4g191640,106342270
Bo4g191630,106342271
Bo4g191650,106342272
Bo4g142010,106342275
Bo4g142000,106342276
Bo1g083500,106342277
Bo4g142020,106342278
Bo4g018440,106342279
Bo4g018460,106342280
Bo4g018450,106342281
Bo4g024130,106342282
Bo4g024150,106342283
Bo4g024140,106342284
Bo4g173820,106342285
Bo4g173800,106342286
Bo1g008330,106342287
Bo4g173810,106342288
Bo4g119870,106342290
Bo4g119860,106342291
Bo4g119880,106342292
Bo1g002930,106342293
Bo4g116720,106342294
Bo4g116710,106342295
Bo4g076850,106342296
Bo4g184670,106342297
Bo4g157330,106342298
Bo4g157320,106342299
Bo1g101610,106342301
Bo4g027570,106342302
Bo4g027580,106342303
Bo4g127260,106342304
Bo4g039050,106342305
Bo4g086610,106342306
Bo4g160040,106342307
Bo4g039910,106342308
Bo1g053610,106342309
Bo4g039930,106342310
Bo4g176150,106342311
Bo4g086790,106342313
Bo4g086780,106342314
Bo4g013490,106342315
Bo4g024260,106342316
Bo4g024270,106342317
Bo4g161240,106342319
Bo4g039140,106342320
Bo4g101410,106342321
Bo4g101440,106342322
Bo4g101420,106342323
Bo4g105040,106342324
Bo4g151060,106342325
Bo4g036190,106342326
Bo1g017800,106342327
Bo4g195020,106342328
Bo4g195040,106342329
Bo4g195030,106342330
Bo4g151880,106342331
Bo4g151890,106342332
Bo1g021940,106342333
Bo4g097040,106342334
Bo4g077010,106342335
Bo4g044200,106342336
Bo4g058460,106342338
Bo4g078330,106342339
Bo1g127320,106342340
Bo4g129530,106342341
Bo4g076740,106342342
Bo4g025080,106342344
Bo4g045670,106342345
Bo4g194730,106342346
Bo4g194720,106342347
Bo4g136750,106342348
Bo1g008290,106342349
Bo4g136760,106342350
Bo4g139020,106342351
Bo4g059680,106342353
Bo4g059690,106342354
Bo4g190270,106342355
Bo4g109710,106342356
Bo4g109700,106342357
Bo4g173780,106342358
Bo1g122910,106342359
Bo4g173790,106342360
Bo4g200820,106342361
Bo4g173370,106342364
Bo4g169440,106342365
Bo4g078600,106342366
Bo4g029760,106342371
Bo4g191670,106342372
Bo4g191660,106342373
Bo4g030470,106342375
Bo4g127330,106342377
Bo1g139890,106342378
Bo4g127340,106342379
Bo4g117050,106342380
Bo4g117090,106342382
Bo4g140560,106342385
Bo4g157410,106342387
Bo1g124840,106342388
Bo4g026630,106342389
Bo4g026640,106342390
Bo4g164970,106342391
Bo4g137820,106342392
Bo4g137830,106342393
Bo4g165230,106342395
Bo4g073100,106342397
Bo4g190570,106342398
Bo4g190560,106342399
Bo4g072040,106342400
Bo4g154270,106342401
Bo4g154260,106342402
Bo4g030890,106342403
Bo1g111280,106342404
Bo4g137790,106342405
Bo4g007110,106342406
Bo4g026850,106342409
Bo4g075400,106342411
Bo4g148240,106342413
Bo4g148230,106342414
Bo4g165290,106342415
Bo4g165280,106342416
Bo1g053420,106342417
Bo4g186310,106342418
Bo4g195710,106342419
Bo4g186900,106342420
Bo4g186890,106342421
Bo4g159940,106342422
Bo4g159930,106342423
Bo4g003450,106342425
Bo1g127310,106342426
Bo4g136370,106342431
Bo4g149580,106342432
Bo4g145930,106342433
Bo4g151470,106342434
Bo4g007020,106342435
Bo4g020990,106342438
Bo4g043930,106342439
Bo4g021680,106342440
Bo1g051510,106342441
Bo4g021690,106342442
Bo4g194790,106342443
Bo4g121630,106342445
Bo4g006870,106342446
Bo4g137030,106342447
Bo1g078560,106342448
Bo4g170690,106342449
Bo4g160100,106342450
Bo4g160110,106342451
Bo4g190060,106342452
Bo4g139120,106342453
Bo4g061190,106342456
Bo1g003060,106342457
Bo4g061200,106342458
Bo4g009300,106342461
Bo4g077060,106342462
Bo4g004660,106342463
Bo4g091470,106342464
Bo1g011290,106342465
Bo4g130780,106342466
Bo4g025630,106342467
Bo4g030530,106342469
Bo4g165030,106342473
Bo4g165050,106342474
Bo4g017330,106342475
Bo1g119140,106342476
Bo4g017340,106342477
Bo4g061270,106342478
Bo4g007030,106342479
Bo4g030880,106342480
Bo4g078450,106342481
Bo4g162550,106342482
Bo4g196030,106342484
Bo1g101670,106342485
Bo4g196040,106342486
Bo4g158620,106342487
Bo4g143720,106342489
Bo4g060000,106342490
Bo4g122750,106342491
Bo4g135840,106342493
Bo4g190370,106342494
Bo4g190360,106342496
Bo4g026670,106342497
Bo4g026660,106342498
Bo4g097070,106342499
Bo4g108080,106342501
Bo1g157640,106342502
Bo1g008020,106342503
Bo4g154280,106342504
Bo4g012700,106342505
Bo4g151630,106342508
Bo4g154120,106342509
Bo4g015810,106342511
Bo1g010680,106342512
Bo4g081070,106342513
Bo4g186220,106342515
Bo4g143770,106342516
Bo4g143780,106342517
Bo4g190610,106342518
Bo4g149430,106342520
Bo1g003550,106342521
Bo4g165220,106342523
Bo4g104830,106342525
Bo4g025480,106342526
Bo4g041130,106342528
Bo1g039440,106342529
Bo4g041150,106342530
Bo4g049580,106342531
Bo4g023810,106342532
Bo4g029630,106342533
Bo4g024680,106342534
Bo4g137340,106342535
Bo4g044220,106342536
Bo1g105930,106342537
Bo4g045710,106342538
Bo4g147030,106342539
Bo4g013400,106342540
Bo4g098350,106342542
Bo4g184710,106342543
Bo4g184720,106342544
Bo4g145940,106342545
Bo1g147710,106342546
Bo4g030810,106342548
Bo4g120500,106342550
Bo4g065860,106342552
Bo4g065830,106342553
Bo4g188990,106342554
Bo4g188980,106342555
Bo1g011460,106342556
Bo4g024670,106342557
Bo4g142290,106342558
Bo4g061180,106342560
Bo4g061170,106342561
Bo4g173530,106342562
Bo4g173540,106342563
Bo4g173550,106342565
Bo1g139810,106342566
Bo4g173560,106342567
Bo4g140140,106342568
Bo4g176130,106342569
Bo4g012810,106342570
Bo4g176200,106342571
Bo4g121640,106342572
Bo4g061410,106342573
Bo4g025920,106342574
Bo4g145780,106342575
Bo1g151700,106342576
Bo4g145770,106342577
Bo4g021260,106342578
Bo4g038590,106342579
Bo4g038600,106342580
Bo4g052580,106342581
Bo4g120230,106342583
Bo4g012880,106342584
Bo4g012870,106342585
Bo4g197230,106342586
Bo1g157620,106342587
Bo4g197240,106342588
Bo4g143790,106342589
Bo4g125720,106342590
Bo4g161320,106342591
Bo4g086700,106342593
Bo4g188200,106342594
Bo4g115340,106342596
Bo4g115360,106342597
Bo1g157720,106342598
Bo1g036890,106342599
Bo4g142080,106342600
Bo4g136240,106342601
Bo4g136250,106342602
Bo4g187710,106342603
Bo4g187720,106342604
Bo4g190720,106342605
Bo4g190710,106342606
Bo1g053070,106342607
Bo4g151230,106342608
Bo4g045400,106342609
Bo4g197450,106342610
Bo1g001080,106342611
Bo4g187000,106342612
Bo4g191380,106342613
Bo4g191370,106342614
Bo4g191360,106342615
Bo4g032360,106342617
Bo4g043770,106342619
Bo1g134960,106342620
Bo4g044190,106342622
Bo4g136360,106342623
Bo4g015800,106342625
Bo4g015790,106342626
Bo4g021040,106342627
Bo1g087980,106342629
Bo4g137880,106342630
Bo4g108340,106342632
Bo4g108330,106342633
Bo4g173080,106342634
Bo4g008180,106342635
Bo4g008190,106342636
Bo4g039060,106342637
Bo1g055020,106342638
Bo4g197140,106342640
Bo4g120200,106342641
Bo4g120210,106342642
Bo4g130770,106342643
Bo4g042390,106342644
Bo4g042380,106342645
Bo1g141000,106342648
Bo4g004700,106342649
Bo4g181610,106342651
Bo4g076690,106342652
Bo4g194540,106342653
Bo4g186380,106342654
Bo4g169530,106342655
Bo4g151560,106342656
Bo1g007180,106342657
Bo4g133140,106342658
Bo4g151100,106342659
Bo4g134660,106342660
Bo4g132100,106342662
Bo4g142580,106342663
Bo4g046020,106342664
Bo4g009240,106342665
Bo1g054940,106342666
Bo4g009230,106342667
Bo4g177550,106342668
Bo4g134700,106342670
Bo4g029670,106342671
Bo4g025930,106342672
Bo4g191750,106342673
Bo1g039460,106342674
Bo4g009280,106342677
Bo4g009270,106342678
Bo4g191730,106342679
Bo4g177730,106342681
Bo4g186200,106342682
Bo4g186190,106342683
Bo1g157710,106342684
Bo1g016400,106342685
Bo4g125870,106342686
Bo4g076880,106342687
Bo4g195180,106342688
Bo4g195200,106342690
Bo4g188620,106342691
Bo4g166800,106342692
Bo4g071670,106342693
Bo4g071660,106342694
Bo4g004530,106342696
Bo4g004540,106342697
Bo4g012970,106342698
Bo4g021300,106342699
Bo4g021290,106342700
Bo4g134650,106342701
Bo1g098040,106342702
Bo4g145580,106342703
Bo4g195910,106342704
Bo4g136150,106342705
Bo4g039280,106342707
Bo1g007740,106342708
Bo4g071620,106342709
Bo4g106310,106342710
Bo4g106320,106342711
Bo4g106330,106342712
Bo4g125400,106342714
Bo1g011820,106342715
Bo4g027440,106342717
Bo4g194280,106342718
Bo4g140290,106342719
Bo4g200800,106342721
Bo4g078690,106342722
Bo4g118390,106342723
Bo1g156310,106342724
Bo4g078530,106342726
Bo4g026710,106342727
Bo4g017420,106342729
Bo4g017430,106342730
Bo4g086470,106342731
Bo1g157420,106342732
Bo4g136020,106342733
Bo4g075620,106342734
Bo4g165270,106342735
Bo4g025750,106342736
Bo4g156110,106342737
Bo4g012740,106342738
Bo4g045420,106342740
Bo1g141510,106342741
Bo1g007430,106342742
Bo4g042370,106342743
Bo4g195290,106342744
Bo4g145870,106342745
Bo4g145860,106342746
Bo4g169190,106342749
Bo4g186080,106342750
Bo1g090160,106342751
Bo4g183280,106342752
Bo4g183260,106342754
Bo4g183270,106342755
Bo4g195550,106342756
Bo4g151570,106342758
Bo4g186760,106342759
Bo4g141920,106342760
Bo1g156270,106342761
Bo4g134490,106342762
Bo4g043510,106342764
Bo4g043490,106342765
Bo4g043500,106342766
Bo4g186990,106342767
Bo4g119990,106342769
Bo4g025470,106342770
Bo1g141010,106342771
Bo4g025460,106342772
Bo4g140750,106342773
Bo4g118440,106342775
Bo4g182800,106342776
Bo1g119170,106342777
Bo4g188960,106342778
Bo4g145800,106342781
Bo4g046090,106342782
Bo1g008790,106342784
Bo4g052260,106342785
Bo4g052270,106342786
Bo4g118340,106342787
Bo4g013500,106342788
Bo4g029730,106342791
Bo4g025550,106342793
Bo4g024280,106342796
Bo4g024970,106342797
Bo4g024980,106342798
Bo4g089300,106342799
Bo4g197300,106342800
Bo4g197310,106342801
Bo1g141370,106342802
Bo4g026790,106342804
Bo4g068100,106342805
Bo4g038630,106342806
Bo4g026690,106342809
Bo4g108350,106342810
Bo1g040550,106342811
Bo4g173050,106342812
Bo4g112930,106342813
Bo4g070380,106342816
Bo4g145640,106342817
Bo4g165530,106342818
Bo4g165520,106342819
Bo4g160060,106342820
Bo1g046670,106342821
Bo4g127020,106342822
Bo4g125330,106342823
Bo4g137540,106342824
Bo4g195770,106342825
Bo4g195780,106342827
Bo4g005720,106342828
Bo4g075540,106342829
Bo1g143880,106342831
Bo4g013430,106342832
Bo4g122950,106342833
Bo4g098490,106342834
Bo4g133280,106342835
Bo4g133270,106342836
Bo4g038730,106342837
Bo4g085180,106342838
Bo4g136170,106342839
Bo4g039760,106342840
Bo4g137510,106342841
Bo4g137500,106342842
Bo4g086400,106342843
Bo4g043420,106342844
Bo4g061460,106342846
Bo4g061450,106342847
Bo4g136580,106342848
Bo4g187750,106342849
Bo4g187770,106342850
Bo4g187760,106342851
Bo4g179260,106342852
Bo4g179250,106342855
Bo4g194920,106342856
Bo4g186450,106342858
Bo4g096480,106342859
Bo4g061400,106342860
Bo4g059840,106342862
Bo4g059830,106342863
Bo4g125570,106342864
Bo4g151420,106342866
Bo4g010420,106342867
Bo4g151360,106342870
Bo4g137240,106342871
Bo1g012050,106342872
Bo4g131050,106342873
Bo4g190900,106342874
Bo4g136660,106342875
Bo4g136650,106342876
Bo4g068040,106342877
Bo4g125890,106342878
Bo1g003650,106342880
Bo4g186170,106342881
Bo4g030820,106342882
Bo4g052120,106342883
Bo4g052130,106342884
Bo4g023910,106342886
Bo4g198500,106342888
Bo1g017970,106342890
Bo4g144000,106342891
Bo4g027110,106342892
Bo4g136330,106342893
Bo4g092680,106342895
Bo4g092690,106342896
Bo4g013340,106342898
Bo4g013350,106342899
Bo4g126940,106342900
Bo4g126930,106342901
Bo4g098520,106342902
Bo4g098530,106342903
Bo4g198480,106342904
Bo4g053680,106342905
Bo4g101240,106342908
Bo4g078660,106342909
Bo4g005810,106342910
Bo4g149810,106342911
Bo4g187460,106342912
Bo4g164990,106342913
Bo1g103630,106342915
Bo4g046150,106342916
Bo1g055210,106342917
Bo4g107540,106342919
Bo4g187480,106342920
Bo4g124210,106342921
Bo4g111030,106342922
Bo4g025760,106342923
Bo4g003460,106342924
Bo1g152170,106342925
Bo4g154780,106342926
Bo4g115470,106342927
Bo4g164850,106342929
Bo4g079970,106342930
Bo4g101180,106342931
Bo4g130830,106342932
Bo1g016870,106342933
Bo4g130820,106342934
Bo4g021270,106342935
Bo4g034470,106342936
Bo4g049480,106342937
Bo4g013360,106342938
Bo4g053890,106342939
Bo4g039590,106342941
Bo4g078560,106342944
Bo4g078570,106342945
Bo4g195740,106342946
Bo4g053760,106342947
Bo4g154470,106342949
Bo4g188730,106342950
Bo4g098430,106342951
Bo1g039470,106342952
Bo4g098440,106342953
Bo4g040000,106342954
Bo4g186420,106342955
Bo4g119930,106342956
Bo4g071860,106342957
Bo4g001150,106342958
Bo1g017790,106342959
Bo4g173390,106342960
Bo4g024450,106342961
Bo4g071970,106342962
Bo4g136670,106342963
Bo4g004510,106342964
Bo4g041120,106342965
Bo4g041110,106342966
Bo1g138450,106342967
Bo4g041090,106342968
Bo4g112840,106342971
Bo4g006930,106342972
Bo4g135800,106342973
Bo4g043660,106342974
Bo1g005160,106342975
Bo4g187410,106342976
Bo4g030990,106342977
Bo4g061120,106342978
Bo4g186560,106342979
Bo4g061130,106342980
Bo4g173360,106342981
Bo4g024400,106342982
Bo1g154970,106342983
Bo4g023800,106342984
Bo4g112750,106342985
Bo4g187630,106342987
Bo4g187640,106342988
Bo4g188590,106342989
Bo4g016140,106342990
Bo4g038710,106342991
Bo4g029790,106342992
Bo1g154980,106342993
Bo4g187730,106342994
Bo4g187740,106342995
Bo4g136490,106342996
Bo4g164760,106342998
Bo4g164770,106342999
Bo4g195460,106343000
Bo4g026820,106343001
Bo1g040290,106343002
Bo4g137670,106343003
Bo4g166850,106343004
Bo1g158790,106343005
Bo4g115460,106343006
Bo4g024940,106343007
Bo4g158860,106343008
Bo4g081230,106343009
Bo1g116080,106343010
Bo4g111500,106343011
Bo4g098330,106343012
Bo4g154110,106343013
Bo4g149560,106343014
Bo4g191350,106343015
Bo4g191340,106343016
Bo4g134480,106343017
Bo1g119200,106343019
Bo4g024230,106343020
Bo4g128500,106343021
Bo4g074310,106343022
Bo4g035160,106343023
Bo4g154320,106343024
Bo1g006330,106343026
Bo4g154330,106343027
Bo4g030920,106343028
Bo4g038360,106343029
Bo4g184730,106343030
Bo4g046180,106343031
Bo4g128450,106343032
Bo4g039380,106343033
Bo4g151600,106343034
Bo4g145970,106343035
Bo1g011570,106343036
Bo4g108610,106343037
Bo4g136400,106343038
Bo4g136380,106343039
Bo4g025050,106343040
Bo4g183390,106343041
Bo1g019440,106343042
Bo4g021520,106343043
Bo4g108130,106343044
Bo4g031010,106343045
Bo4g030550,106343046
Bo4g030540,106343047
Bo4g071770,106343048
Bo4g038860,106343049
Bo1g037260,106343050
Bo4g120400,106343053
Bo4g027290,106343054
Bo4g187620,106343055
Bo1g057710,106343057
Bo4g190240,106343058
Bo4g163720,106343059
Bo4g173620,106343060
Bo4g021320,106343061
Bo4g045340,106343063
Bo4g195440,106343064
Bo4g024580,106343065
Bo4g024570,106343066
Bo1g122730,106343067
Bo4g174830,106343069
Bo4g136120,106343071
Bo4g120100,106343072
Bo4g120110,106343073
Bo4g106480,106343074
Bo1g051520,106343075
Bo1g158800,106343076
Bo1g139840,106343077
Bo1g134520,106343078
Bo1g006400,106343079
Bo1g019240,106343081
Bo5g007170,106343082
Bo5g123660,106343084
Bo1g010280,106343085
Bo5g030390,106343086
Bo5g030400,106343087
Bo5g062670,106343088
Bo5g021810,106343089
Bo5g027130,106343090
Bo5g086780,106343091
Bo5g065780,106343092
Bo5g065790,106343093
Bo5g150280,106343094
Bo5g150270,106343095
Bo5g116910,106343096
Bo5g042690,106343097
Bo1g055140,106343099
Bo5g019690,106343100
Bo5g019710,106343101
Bo5g064290,106343104
Bo5g003780,106343108
Bo1g016410,106343109
Bo5g034760,106343110
Bo5g010260,106343111
Bo5g010250,106343112
Bo5g008830,106343113
Bo5g049380,106343114
Bo5g039830,106343115
Bo5g039820,106343116
Bo5g122720,106343117
Bo5g149980,106343118
Bo1g004940,106343119
Bo5g150000,106343120
Bo5g138110,106343121
Bo5g138120,106343122
Bo5g113680,106343123
Bo5g126160,106343124
Bo5g038780,106343125
Bo5g086730,106343127
Bo1g158810,106343128
Bo5g027860,106343130
Bo5g037400,106343131
Bo5g070930,106343132
Bo5g012160,106343134
Bo5g122580,106343135
Bo5g049010,106343136
Bo5g049020,106343137
Bo5g039910,106343139
Bo1g011380,106343140
Bo5g136990,106343141
Bo5g016740,106343142
Bo5g039560,106343143
Bo5g043830,106343144
Bo5g086760,106343145
Bo5g085200,106343146
Bo5g034610,106343147
Bo5g122600,106343148
Bo5g122610,106343149
Bo1g060540,106343150
Bo5g027320,106343151
Bo5g123820,106343152
Bo5g097030,106343153
Bo5g025680,106343155
Bo5g145120,106343156
Bo5g145130,106343157
Bo5g015210,106343158
Bo5g016350,106343159
Bo5g083760,106343160
Bo5g003900,106343161
Bo1g101650,106343162
Bo5g048600,106343163
Bo5g093240,106343164
Bo5g052110,106343165
Bo5g034670,106343167
Bo5g048660,106343168
Bo5g083780,106343169
Bo5g048400,106343170
Bo5g019780,106343171
Bo1g126010,106343172
Bo5g122620,106343173
Bo5g143020,106343175
Bo5g148810,106343177
Bo5g148820,106343178
Bo5g035170,106343179
Bo5g008770,106343180
Bo5g008790,106343182
Bo1g031760,106343183
Bo5g152630,106343184
Bo5g150110,106343185
Bo5g144910,106343186
Bo5g027490,106343187
Bo5g121390,106343188
Bo5g137610,106343190
Bo5g113800,106343192
Bo5g117330,106343193
Bo5g117320,106343194
Bo5g144790,106343195
Bo5g106270,106343197
Bo1g021440,106343198
Bo5g122760,106343199
Bo5g139370,106343202
Bo5g005230,106343203
Bo5g145040,106343204
Bo5g058530,106343205
Bo5g058520,106343206
Bo5g148380,106343207
Bo1g078690,106343208
