gene	cabbage1	cabbage2	kale1	kale2	kale3	TO10001	TO10002	TO10003
Bo2g026750	Bo2g026750	18	22	19	8	16	71	87	101
Bo2g026760	Bo2g026760	0	0	1	0	1	0	0	0
Bo2g026770	Bo2g026770	41	109	50	27	17	21	38	28
Bo2g026780	Bo2g026780	0	0	0	0	2	0	0	0
Bo2g026790	Bo2g026790	9	17	1	3	1	39	46	44
Bo2g026800	Bo2g026800	2	4	5	6	1	0	0	1
Bo2g026820	Bo2g026820	7075	34746	25356	16715	14188	1473	3304	2179
Bo2g026830	Bo2g026830	673	3123	11289	5409	6128	1593	3016	1990
Bo2g026840	Bo2g026840	74	180	64	32	20	64	123	88
Bo2g026850	Bo2g026850	93	551	335	407	248	210	266	219
Bo2g026860	Bo2g026860	0	0	4	5	1	1	3	1
Bo2g026870	Bo2g026870	0	1	12	8	4	0	0	2
Bo2g026880	Bo2g026880	149	292	410	269	168	379	573	486
Bo2g026910	Bo2g026910	34	76	14	7	5	38	84	50
Bo2g026920	Bo2g026920	1	3	4	8	3	9	21	21
Bo2g026930	Bo2g026930	55	70	86	27	56	78	61	55
Bo2g026940	Bo2g026940	0	2	1	1	5	2	6	1
Bo2g026960	Bo2g026960	3	11	7	6	9	10	8	10
Bo2g026970	Bo2g026970	59	141	89	69	34	98	159	136
Bo2g026980	Bo2g026980	70	192	99	126	57	223	303	251
Bo2g026990	Bo2g026990	0	0	0	0	1	0	3	0
Bo2g027000	Bo2g027000	0	0	0	2	0	0	0	0
Bo2g027010	Bo2g027010	0	0	0	0	0	0	3	3
Bo2g027020	Bo2g027020	0	0	0	0	0	0	2	1
Bo2g027080	Bo2g027080	0	0	0	0	0	0	4	0
Bo2g027090	Bo2g027090	0	0	0	0	0	0	1	1
Bo2g027100	Bo2g027100	3	12	9	1	0	0	1	1
Bo2g027110	Bo2g027110	0	0	0	0	0	0	1	1
Bo2g027130	Bo2g027130	0	0	0	0	0	1	2	0
Bo2g027140	Bo2g027140	0	0	0	0	0	1	2	0
Bo2g027150	Bo2g027150	0	0	0	0	0	0	3	2
Bo2g027170	Bo2g027170	0	0	0	0	0	0	2	2
Bo2g028170	Bo2g028170	0	0	0	0	0	0	1	2
Bo2g028180	Bo2g028180	0	0	0	0	0	0	6	5
Bo2g028190	Bo2g028190	0	0	0	0	0	13	28	14
Bo2g028200	Bo2g028200	25	83	25	17	14	65	63	60
Bo2g028210	Bo2g028210	0	0	0	0	0	4	18	12
Bo2g028230	Bo2g028230	79	223	206	183	98	245	264	283
Bo2g028240	Bo2g028240	72	140	111	85	37	152	196	211
Bo2g028250	Bo2g028250	36	100	97	65	38	134	135	96
Bo2g028260	Bo2g028260	171	596	75	37	75	170	410	633
Bo2g028270	Bo2g028270	3	6	45	33	11	30	30	22
Bo2g028280	Bo2g028280	0	0	0	0	0	0	1	1
Bo2g028300	Bo2g028300	0	0	0	0	5	0	7	5
Bo2g028310	Bo2g028310	0	0	0	1	3	1	6	2
Bo2g028320	Bo2g028320	0	0	0	0	2	1	2	3
Bo2g028330	Bo2g028330	0	0	0	2	3	4	5	1
Bo2g028340	Bo2g028340	37	96	87	39	50	170	106	94
Bo2g028350	Bo2g028350	0	0	0	0	3	0	8	1
Bo2g028360	Bo2g028360	65	178	248	122	90	222	264	255
Bo2g028370	Bo2g028370	1	6	39	16	12	4	5	2
Bo2g028380	Bo2g028380	16	32	40	15	17	27	24	14
Bo2g028390	Bo2g028390	33	139	78	59	59	109	94	95
Bo2g028400	Bo2g028400	161	325	303	178	182	495	464	435
Bo2g028410	Bo2g028410	4	13	8	2	3	20	12	10
Bo2g028420	Bo2g028420	26	92	43	58	46	80	104	70
Bo2g028430	Bo2g028430	0	0	0	0	1	0	1	0
Bo2g028440	Bo2g028440	15	31	52	25	25	39	47	58
Bo2g028450	Bo2g028450	7	10	40	37	16	48	50	47
Bo2g028460	Bo2g028460	0	7	4	0	5	2	11	7
Bo2g028490	Bo2g028490	0	0	0	0	6	1	2	8
Bo2g028500	Bo2g028500	1	0	2	0	0	2	4	1
Bo2g028510	Bo2g028510	5	11	7	5	3	4	15	8
Bo2g028520	Bo2g028520	4	6	5	3	2	9	9	14
Bo2g028530	Bo2g028530	3	7	9	6	14	36	55	47
Bo2g028540	Bo2g028540	0	0	0	3	7	3	9	17
Bo2g028550	Bo2g028550	0	1	0	0	3	0	4	1
Bo2g028560	Bo2g028560	34	69	35	30	37	78	110	89
Bo2g028570	Bo2g028570	312	660	290	310	132	526	734	585
Bo2g028580	Bo2g028580	5	11	10	5	5	8	42	29
Bo2g028590	Bo2g028590	2	2	29	35	19	0	0	3
Bo2g028600	Bo2g028600	0	1	0	0	1	1	1	1
Bo2g028610	Bo2g028610	1	12	3	1	2	1	3	1
Bo2g028620	Bo2g028620	1	9	2	0	0	0	2	0
Bo2g028640	Bo2g028640	17	37	90	47	46	80	74	78
Bo2g028650	Bo2g028650	49	151	1075	656	497	863	987	962
Bo2g028660	Bo2g028660	0	2	0	1	2	5	9	6
Bo2g028670	Bo2g028670	172	577	310	165	124	59	144	141
Bo2g028680	Bo2g028680	22	70	86	69	32	82	107	98
Bo2g028690	Bo2g028690	238	613	720	542	299	569	862	784
Bo2g028700	Bo2g028700	65	194	111	63	49	125	174	139
Bo2g028710	Bo2g028710	93	159	199	150	73	192	296	255
Bo2g028720	Bo2g028720	67	160	82	37	25	147	150	119
Bo2g028730	Bo2g028730	24	69	62	35	20	84	104	102
Bo2g028740	Bo2g028740	0	0	0	0	0	2	11	0
Bo2g028750	Bo2g028750	0	0	0	2	6	4	7	8
Bo2g028760	Bo2g028760	1	2	0	1	4	8	14	8
Bo2g028770	Bo2g028770	0	0	0	0	2	2	0	0
Bo2g028780	Bo2g028780	0	0	0	0	5	1	4	6
Bo2g028790	Bo2g028790	44	175	405	285	313	126	125	108
Bo2g028800	Bo2g028800	0	1	2	0	0	3	2	0
Bo2g028810	Bo2g028810	71	191	167	98	70	163	230	212
Bo2g028820	Bo2g028820	0	1	0	0	3	1	6	4
Bo2g028830	Bo2g028830	0	0	2	1	0	0	0	0
Bo2g028840	Bo2g028840	0	0	0	2	5	5	9	5
Bo2g028850	Bo2g028850	0	0	0	0	0	0	2	2
Bo2g028860	Bo2g028860	0	0	9	4	6	0	2	1
Bo2g028870	Bo2g028870	146	264	236	147	97	297	436	370
Bo2g028880	Bo2g028880	0	1	23	14	15	32	29	37
Bo2g028890	Bo2g028890	102	270	163	115	68	195	258	217
Bo2g028900	Bo2g028900	82	145	121	66	29	110	134	126
Bo2g028910	Bo2g028910	1	2	0	1	1	1	0	0
Bo2g028920	Bo2g028920	5	58	0	0	1	2	3	1
Bo2g028930	Bo2g028930	15	50	42	21	27	22	58	53
Bo2g028940	Bo2g028940	27	67	122	107	63	184	150	156
Bo2g028950	Bo2g028950	74	202	205	143	129	180	167	148
Bo2g028960	Bo2g028960	19	46	75	53	40	114	92	120
Bo2g028970	Bo2g028970	400	705	754	430	324	751	1144	1008
Bo2g028980	Bo2g028980	27	111	68	29	26	27	52	42
Bo2g028990	Bo2g028990	0	0	0	0	0	0	3	1
Bo2g029000	Bo2g029000	151	256	366	419	441	681	678	703
Bo2g029010	Bo2g029010	12	16	39	23	18	25	51	44
Bo2g029020	Bo2g029020	7	18	26	5	11	1901	1490	1421
Bo2g029030	Bo2g029030	0	0	0	0	1	95	87	74
Bo2g029040	Bo2g029040	0	0	0	0	1	1	1	0
Bo2g029050	Bo2g029050	846	2387	2692	3211	1672	2412	2345	2310
Bo2g029060	Bo2g029060	0	0	0	0	0	0	3	1
Bo2g029080	Bo2g029080	1	1	2	0	1	2	5	6
Bo2g029090	Bo2g029090	6	18	21	16	12	33	47	40
Bo2g029100	Bo2g029100	17	29	93	28	29	54	60	43
Bo2g029110	Bo2g029110	18	56	75	56	45	72	103	81
Bo2g029120	Bo2g029120	3	6	0	1	1	2	7	1
Bo2g029130	Bo2g029130	7	22	68	21	24	122	165	152
Bo2g029140	Bo2g029140	0	0	1	2	0	5	13	15
Bo2g029170	Bo2g029170	0	0	0	0	1	0	2	0
Bo2g029180	Bo2g029180	11	58	48	22	21	13	25	27
Bo2g030180	Bo2g030180	0	0	0	0	1	3	3	4
Bo2g030190	Bo2g030190	65	108	179	121	95	180	204	196
Bo2g030200	Bo2g030200	0	0	0	0	1	2	4	2
Bo2g030210	Bo2g030210	0	0	8	8	4	0	0	2
Bo2g030220	Bo2g030220	3	0	1	2	0	0	3	0
Bo2g030230	Bo2g030230	0	0	0	0	0	0	2	0
Bo2g030250	Bo2g030250	0	0	0	0	0	0	1	2
Bo2g030260	Bo2g030260	42	136	98	84	54	126	160	142
Bo2g030270	Bo2g030270	20	39	0	0	1	51	61	44
Bo2g030280	Bo2g030280	0	0	0	1	1	2	2	3
Bo2g030300	Bo2g030300	0	1	1	0	2	0	0	1
Bo2g030310	Bo2g030310	29	244	16	17	26	107	11	16
Bo2g030320	Bo2g030320	3	54	3	0	2	9	7	9
Bo2g031330	Bo2g031330	0	1	1	3	0	1	0	0
Bo2g031340	Bo2g031340	0	0	0	0	0	3	5	1
Bo2g032360	Bo2g032360	0	0	1	3	0	5	3	5
Bo2g032380	Bo2g032380	0	1	15	3	6	1	0	0
Bo2g032400	Bo2g032400	11	30	30	18	13	135	152	146
Bo2g032410	Bo2g032410	0	0	0	0	3	4	13	15
Bo2g032420	Bo2g032420	13	2	13	7	16	104	165	143
Bo2g032430	Bo2g032430	36	163	156	110	159	74	90	79
Bo2g032440	Bo2g032440	436	707	896	540	495	734	1055	1066
Bo2g032450	Bo2g032450	0	6	15	1	2	2	7	1
Bo2g032460	Bo2g032460	46	117	64	45	30	100	141	142
Bo2g032470	Bo2g032470	0	3	3	0	7	6	29	29
Bo2g032480	Bo2g032480	5	16	11	7	5	7	8	13
Bo2g032490	Bo2g032490	173	222	114	119	140	1123	1190	1449
Bo2g032520	Bo2g032520	33	112	85	32	33	113	147	136
Bo2g032530	Bo2g032530	4	5	1	0	2	7	4	4
Bo2g032540	Bo2g032540	1	2	0	2	1	0	1	0
Bo2g032560	Bo2g032560	0	1	7	1	2	0	1	1
Bo2g032570	Bo2g032570	0	0	0	0	0	0	3	0
Bo2g032580	Bo2g032580	0	0	0	0	0	0	3	0
Bo2g032590	Bo2g032590	0	0	0	1	0	1	1	6
Bo2g032620	Bo2g032620	0	3	1	1	0	1	4	3
Bo2g032630	Bo2g032630	75	151	302	164	83	207	289	257
Bo2g032640	Bo2g032640	1	0	1	0	0	0	5	6
Bo2g032650	Bo2g032650	0	0	1	0	1	0	1	1
Bo2g032660	Bo2g032660	4	7	10	8	8	8	11	17
Bo2g032670	Bo2g032670	0	0	0	0	1	1	0	0
Bo2g032700	Bo2g032700	0	0	1	3	3	9	21	29
Bo2g032710	Bo2g032710	34	72	19	12	8	5	8	7
Bo2g032720	Bo2g032720	0	0	0	1	0	2	0	0
Bo2g032740	Bo2g032740	107	257	179	155	86	348	375	334
Bo2g032750	Bo2g032750	54	126	322	338	260	222	227	190
Bo2g032760	Bo2g032760	0	0	0	0	3	0	1	0
Bo2g032780	Bo2g032780	15	65	49	24	16	24	23	21
Bo2g032790	Bo2g032790	22	60	75	48	33	43	39	55
Bo2g032800	Bo2g032800	9	10	16	11	18	18	40	35
Bo2g032810	Bo2g032810	25	88	124	105	47	76	79	71
Bo2g032820	Bo2g032820	0	0	0	0	0	3	3	5
Bo2g032840	Bo2g032840	0	0	0	0	2	4	8	3
Bo2g032850	Bo2g032850	76	212	115	89	54	146	190	183
Bo2g032870	Bo2g032870	0	0	0	0	1	0	1	0
Bo2g032880	Bo2g032880	0	1	0	0	1	4	5	6
Bo2g032890	Bo2g032890	3	3	3	0	0	0	2	5
Bo2g032910	Bo2g032910	0	0	0	0	1	3	6	7
Bo2g032920	Bo2g032920	0	0	0	1	1	0	1	4
Bo2g032930	Bo2g032930	285	682	404	252	128	489	737	589
Bo2g032940	Bo2g032940	11	66	57	41	29	54	33	33
Bo2g032950	Bo2g032950	4	9	5	4	5	6	6	10
Bo2g032960	Bo2g032960	12	42	73	42	35	80	122	103
Bo2g032970	Bo2g032970	4	8	10	7	15	18	17	11
Bo2g033970	Bo2g033970	40	84	59	54	50	102	109	81
Bo2g034000	Bo2g034000	0	2	0	0	3	2	1	1
Bo2g034030	Bo2g034030	0	0	0	0	1	2	1	0
Bo2g034040	Bo2g034040	7	5	5	11	7	11	16	12
Bo2g034070	Bo2g034070	0	1	0	0	4	16	14	13
Bo2g034090	Bo2g034090	7	2	0	2	0	1	5	0
Bo2g034100	Bo2g034100	0	0	0	0	0	6	14	12
Bo2g034130	Bo2g034130	6	15	4	6	4	7	7	3
Bo2g034140	Bo2g034140	1	6	2	1	0	5	4	4
Bo2g034150	Bo2g034150	41	81	59	41	21	96	86	95
Bo2g034160	Bo2g034160	17	66	40	26	21	28	45	41
Bo2g034170	Bo2g034170	0	0	0	0	2	0	0	0
Bo2g034180	Bo2g034180	0	1	1	2	2	0	0	0
Bo2g034190	Bo2g034190	7	15	10	10	9	28	29	31
Bo2g034200	Bo2g034200	0	0	0	0	0	0	2	2
Bo2g034210	Bo2g034210	0	0	0	0	0	2	5	1
Bo2g034240	Bo2g034240	0	0	0	0	1	0	0	1
Bo2g034280	Bo2g034280	0	0	0	0	1	1	2	7
Bo2g034290	Bo2g034290	16	59	0	0	0	5	9	7
Bo2g034300	Bo2g034300	0	1	0	0	0	1	1	3
Bo2g034310	Bo2g034310	13	38	36	21	20	55	62	63
Bo2g034320	Bo2g034320	0	0	0	0	0	3	3	2
Bo2g034330	Bo2g034330	0	0	0	0	2	0	0	1
Bo2g034340	Bo2g034340	4	18	8	4	6	7	3	3
Bo2g035340	Bo2g035340	0	0	0	0	0	1	0	2
Bo2g035350	Bo2g035350	0	0	0	0	0	1	0	4
Bo2g036380	Bo2g036380	0	0	3	4	2	8	7	5
Bo2g036410	Bo2g036410	0	0	0	1	2	1	4	0
Bo2g036430	Bo2g036430	0	0	1	1	1	0	1	0
Bo2g036440	Bo2g036440	59	130	131	110	68	90	100	89
Bo2g036450	Bo2g036450	5	46	10	25	7	44	39	29
Bo2g036460	Bo2g036460	32	103	126	80	71	178	134	139
Bo2g036470	Bo2g036470	0	0	1	0	0	0	1	0
Bo2g036480	Bo2g036480	152	424	437	324	195	428	428	460
Bo2g036490	Bo2g036490	86	246	292	174	161	221	294	247
Bo2g036500	Bo2g036500	27	90	31	24	24	26	27	15
Bo2g036510	Bo2g036510	0	0	0	0	0	0	2	5
Bo2g036520	Bo2g036520	29	88	86	32	33	55	120	80
Bo2g036530	Bo2g036530	0	0	0	0	2	0	4	0
Bo2g036540	Bo2g036540	5	4	5	5	5	27	25	28
Bo2g036550	Bo2g036550	0	0	0	0	1	0	0	1
Bo2g037550	Bo2g037550	0	0	0	0	0	1	3	4
Bo2g037560	Bo2g037560	0	0	0	0	0	1	5	2
Bo2g037570	Bo2g037570	1	5	7	12	7	31	19	29
Bo2g037580	Bo2g037580	0	0	0	0	0	1	0	1
Bo2g037590	Bo2g037590	5	4	0	2	3	0	0	2
Bo2g037600	Bo2g037600	5	12	0	0	0	17	22	14
Bo2g037610	Bo2g037610	4	19	59	51	26	65	61	48
Bo2g037620	Bo2g037620	2	1	27	19	8	10	17	16
Bo2g037630	Bo2g037630	43	116	185	114	69	100	88	69
Bo2g037640	Bo2g037640	10	30	46	38	30	44	34	36
Bo2g037650	Bo2g037650	38	156	101	118	83	209	197	178
Bo2g037660	Bo2g037660	812	2958	1995	1761	1225	1404	1809	1596
Bo2g037670	Bo2g037670	50	173	156	95	81	112	177	172
Bo2g037680	Bo2g037680	54	120	133	57	46	155	210	233
Bo2g037690	Bo2g037690	0	0	0	0	0	0	2	0
Bo2g037700	Bo2g037700	0	0	0	0	0	0	0	2
Bo2g037720	Bo2g037720	0	0	0	1	2	0	1	0
Bo2g037730	Bo2g037730	0	0	12	19	11	0	5	1
Bo2g037740	Bo2g037740	99	252	319	201	150	197	241	235
Bo2g037750	Bo2g037750	0	0	1	0	2	0	3	1
Bo2g037770	Bo2g037770	1	1	0	1	0	8	16	11
Bo2g037780	Bo2g037780	14	12	28	29	13	96	77	68
Bo2g037790	Bo2g037790	149	388	362	221	124	590	492	548
Bo2g037800	Bo2g037800	0	1	0	0	8	0	3	2
Bo2g037810	Bo2g037810	0	0	0	0	0	0	2	0
Bo2g037820	Bo2g037820	1	0	1	0	0	0	2	0
Bo2g037830	Bo2g037830	45	112	27	34	20	83	112	106
Bo2g037840	Bo2g037840	0	0	0	0	4	1	4	0
Bo2g037850	Bo2g037850	0	0	0	0	0	4	14	13
Bo2g038870	Bo2g038870	0	0	0	0	0	7	14	16
Bo2g038880	Bo2g038880	1	1	19	11	7	4	5	1
Bo2g038890	Bo2g038890	2	7	34	32	15	23	27	13
Bo2g038900	Bo2g038900	31	53	30	27	13	57	77	64
Bo2g038910	Bo2g038910	61	151	77	101	44	267	259	239
Bo2g038930	Bo2g038930	72	151	65	87	36	60	125	97
Bo2g038940	Bo2g038940	0	3	1	0	1	4	3	6
Bo2g038950	Bo2g038950	1	0	0	1	0	0	2	0
Bo2g038960	Bo2g038960	40	110	152	123	95	165	162	170
Bo2g038970	Bo2g038970	2	5	2	2	3	5	5	5
Bo2g038980	Bo2g038980	0	0	0	0	1	0	1	0
Bo2g038990	Bo2g038990	0	0	0	0	1	0	2	1
Bo2g039010	Bo2g039010	0	0	0	0	1	2	1	6
Bo2g040010	Bo2g040010	0	0	0	0	0	0	2	1
Bo2g040020	Bo2g040020	0	0	0	0	0	52	52	48
Bo2g040030	Bo2g040030	0	0	1	2	3	0	0	0
Bo2g040040	Bo2g040040	0	0	0	0	1	0	3	2
Bo2g040050	Bo2g040050	0	2	0	0	0	0	0	0
Bo2g040060	Bo2g040060	1	3	0	3	2	0	1	0
Bo2g040090	Bo2g040090	34	92	132	186	103	233	164	151
Bo2g040100	Bo2g040100	1	0	38	24	7	0	0	0
Bo2g040110	Bo2g040110	0	0	42	31	35	4	2	3
Bo2g040120	Bo2g040120	77	164	89	94	50	186	197	167
Bo2g040130	Bo2g040130	195	489	435	294	185	458	591	558
Bo2g041130	Bo2g041130	454	926	500	638	344	980	946	914
Bo2g041140	Bo2g041140	0	0	0	0	0	0	1	2
Bo2g041150	Bo2g041150	90	232	760	660	277	650	1063	816
Bo2g041160	Bo2g041160	72	151	44	30	15	142	176	169
Bo2g041170	Bo2g041170	0	0	0	0	0	1	3	2
Bo2g041180	Bo2g041180	277	724	679	396	231	377	694	472
Bo2g041190	Bo2g041190	0	1	0	1	0	1	3	3
Bo2g041200	Bo2g041200	45	122	40	35	26	87	131	116
Bo2g041210	Bo2g041210	0	0	0	0	1	1	2	0
Bo2g041220	Bo2g041220	105	377	82	38	23	261	291	250
Bo2g041230	Bo2g041230	0	0	52	39	24	2	6	5
Bo2g041240	Bo2g041240	30	51	0	0	2	83	76	85
Bo2g041260	Bo2g041260	19	43	75	78	61	114	109	89
Bo2g041270	Bo2g041270	5	8	1	1	1	5	7	12
Bo2g041280	Bo2g041280	175	415	403	350	181	557	686	565
Bo2g041290	Bo2g041290	1	1	0	0	0	0	0	0
Bo2g041300	Bo2g041300	1	6	4	11	4	35	36	36
Bo2g041310	Bo2g041310	0	0	0	0	0	2	2	4
Bo2g041320	Bo2g041320	1	1	1	0	2	6	7	0
Bo2g041330	Bo2g041330	0	0	0	0	0	0	2	1
Bo2g041340	Bo2g041340	140	477	371	175	121	109	228	136
Bo2g041350	Bo2g041350	41	82	59	38	26	104	93	96
Bo2g041360	Bo2g041360	180	587	361	231	139	562	665	595
Bo2g041370	Bo2g041370	0	0	1	0	4	0	1	1
Bo2g041380	Bo2g041380	10	42	30	16	18	5	9	10
Bo2g041450	Bo2g041450	20	43	100	59	52	114	107	109
Bo2g041470	Bo2g041470	6	43	81	39	29	54	90	74
Bo2g041480	Bo2g041480	0	0	0	0	3	1	8	9
Bo2g041490	Bo2g041490	3	3	1	3	0	12	23	29
Bo2g041500	Bo2g041500	0	0	0	0	2	0	0	0
Bo2g041510	Bo2g041510	0	0	0	0	0	1	4	1
Bo2g041540	Bo2g041540	15	37	15	11	9	71	68	37
Bo2g041550	Bo2g041550	0	0	2	0	2	10	13	13
Bo2g041560	Bo2g041560	0	0	5	2	3	0	0	0
Bo2g041570	Bo2g041570	3	16	11	10	3	14	20	29
Bo2g041580	Bo2g041580	21	38	53	63	30	184	163	155
Bo2g041590	Bo2g041590	11	22	22	13	12	24	34	33
Bo2g041600	Bo2g041600	6	23	34	22	27	73	86	80
Bo2g041610	Bo2g041610	1046	1742	962	936	448	1434	1957	1807
Bo2g041620	Bo2g041620	0	0	0	0	1	11	9	4
Bo2g041630	Bo2g041630	183	390	3	4	5	81	103	91
Bo2g041640	Bo2g041640	0	0	0	0	1	0	1	0
Bo2g041650	Bo2g041650	0	0	0	0	1	0	2	1
Bo2g041660	Bo2g041660	0	0	0	0	0	0	2	0
Bo2g041700	Bo2g041700	34	73	3	9	4	1	0	2
Bo2g041710	Bo2g041710	13	96	71	60	65	26	29	13
Bo2g041720	Bo2g041720	16	57	36	11	11	10	20	10
Bo2g041740	Bo2g041740	0	0	0	0	0	1	0	1
Bo2g041750	Bo2g041750	37	135	72	70	24	178	236	167
Bo2g041760	Bo2g041760	51	292	11	14	31	77	26	23
Bo2g041770	Bo2g041770	2	7	33	17	14	35	47	37
Bo2g041780	Bo2g041780	58	79	97	44	48	204	273	254
Bo2g041790	Bo2g041790	35	102	195	166	158	165	130	150
Bo2g041800	Bo2g041800	2	6	30	18	25	10	24	18
Bo2g041810	Bo2g041810	3	9	26	57	32	28	33	22
Bo2g041820	Bo2g041820	43	115	108	46	40	85	146	134
Bo2g041830	Bo2g041830	64	169	101	117	42	134	178	121
Bo2g041840	Bo2g041840	0	0	1	0	0	0	1	1
Bo2g041850	Bo2g041850	67	172	139	73	45	142	181	155
Bo2g041860	Bo2g041860	15	20	42	27	35	55	70	68
Bo2g041870	Bo2g041870	11	43	41	30	30	20	39	30
Bo2g041880	Bo2g041880	0	0	1	0	0	1	1	2
Bo2g041890	Bo2g041890	0	0	0	0	1	0	2	2
Bo2g041900	Bo2g041900	2	9	0	1	1	0	0	0
Bo2g041910	Bo2g041910	0	0	0	0	1	2	1	0
Bo2g041920	Bo2g041920	3	7	0	1	0	0	2	1
Bo2g041940	Bo2g041940	0	0	0	0	0	7	7	4
Bo2g041960	Bo2g041960	0	0	0	0	1	1	1	1
Bo2g041970	Bo2g041970	0	0	1	0	1	0	1	2
Bo2g041980	Bo2g041980	10	29	22	4	8	56	45	34
Bo2g042020	Bo2g042020	37	137	65	42	45	174	199	192
Bo2g042030	Bo2g042030	3	5	0	0	0	2	2	1
Bo2g042050	Bo2g042050	0	0	0	1	1	0	0	0
Bo2g042060	Bo2g042060	19	50	85	56	51	103	80	87
Bo2g042080	Bo2g042080	117	259	370	331	229	318	326	326
Bo2g042090	Bo2g042090	0	1	6	2	5	13	17	15
Bo2g042100	Bo2g042100	67	200	120	118	67	156	203	183
Bo2g042130	Bo2g042130	1	0	10	2	3	4	7	8
Bo2g042150	Bo2g042150	34	79	30	24	19	44	78	58
Bo2g042160	Bo2g042160	22	59	111	70	46	101	76	72
Bo2g042180	Bo2g042180	0	1	0	1	0	0	0	0
Bo2g042190	Bo2g042190	0	0	1	0	0	0	1	1
Bo2g042210	Bo2g042210	0	0	0	0	0	0	4	0
Bo2g042240	Bo2g042240	0	0	0	0	0	0	3	0
Bo2g042250	Bo2g042250	0	1	0	0	0	1	0	1
Bo2g042260	Bo2g042260	24	69	64	35	34	121	130	118
Bo2g042270	Bo2g042270	16	57	29	19	18	27	70	61
Bo2g043270	Bo2g043270	141	306	258	113	78	17	21	23
Bo2g043280	Bo2g043280	1	1	0	2	1	5	4	7
Bo2g043290	Bo2g043290	0	0	7	1	0	38	66	53
Bo2g043300	Bo2g043300	40	88	73	55	30	121	150	111
Bo2g043320	Bo2g043320	0	0	0	0	0	1	1	2
Bo2g043330	Bo2g043330	1	10	22	18	11	6	16	7
Bo2g043340	Bo2g043340	0	0	0	0	0	0	1	1
Bo2g043350	Bo2g043350	34	103	93	53	31	158	133	114
Bo2g043360	Bo2g043360	7	13	37	31	19	74	63	55
Bo2g043370	Bo2g043370	171	385	277	359	240	594	549	448
Bo2g043380	Bo2g043380	3	1	0	0	0	9	6	4
Bo2g043390	Bo2g043390	0	0	0	0	2	1	6	3
Bo2g043400	Bo2g043400	130	455	349	268	201	240	277	258
Bo2g043410	Bo2g043410	16	56	7	4	2	6	7	13
Bo2g044430	Bo2g044430	0	7	5	4	2	4	8	4
Bo2g044440	Bo2g044440	2	10	5	0	3	2	0	0
Bo2g044450	Bo2g044450	0	0	2	0	3	0	1	0
Bo2g044480	Bo2g044480	2	14	15	11	8	0	1	3
Bo2g044490	Bo2g044490	0	0	0	0	0	1	3	5
Bo2g044510	Bo2g044510	0	3	0	4	31	38	134	121
Bo2g044520	Bo2g044520	0	0	0	0	0	28	24	35
Bo2g044530	Bo2g044530	0	0	0	1	1	4	2	2
Bo2g044540	Bo2g044540	14	38	26	22	17	17	27	21
Bo2g044580	Bo2g044580	11	23	4	1	2	40	66	65
Bo2g044600	Bo2g044600	112	359	192	176	142	141	241	150
Bo2g044610	Bo2g044610	0	0	0	0	1	0	1	1
Bo2g044620	Bo2g044620	6	52	48	22	20	34	39	26
Bo2g044640	Bo2g044640	0	0	0	0	0	1	3	0
Bo2g044650	Bo2g044650	16	62	116	74	61	99	135	131
Bo2g044660	Bo2g044660	393	962	587	446	214	446	663	465
Bo2g044670	Bo2g044670	0	0	1	0	3	0	6	1
Bo2g044690	Bo2g044690	26	48	203	114	89	204	190	152
Bo2g044700	Bo2g044700	0	0	0	0	5	1	7	1
Bo2g044720	Bo2g044720	0	2	3	8	19	20	25	33
Bo2g044730	Bo2g044730	104	260	222	124	81	349	508	454
Bo2g044740	Bo2g044740	2	0	5	7	3	3	6	3
Bo2g044750	Bo2g044750	0	0	1	2	2	0	0	0
Bo2g044760	Bo2g044760	0	0	0	0	0	0	1	2
Bo2g044770	Bo2g044770	0	0	0	0	0	1	1	0
Bo2g045780	Bo2g045780	0	0	4	4	0	38	24	17
Bo2g045800	Bo2g045800	0	2	0	0	1	0	1	2
Bo2g045820	Bo2g045820	9	38	33	27	16	29	35	33
Bo2g045830	Bo2g045830	0	0	0	0	0	0	3	1
Bo2g045840	Bo2g045840	56	149	326	109	84	19	19	15
Bo2g045850	Bo2g045850	10	47	4	1	3	22	24	17
Bo2g045860	Bo2g045860	0	0	1	1	1	3	5	6
Bo2g045870	Bo2g045870	1	1	7	10	3	12	22	10
Bo2g045880	Bo2g045880	0	0	0	0	1	3	14	14
Bo2g045890	Bo2g045890	18	56	77	51	50	99	117	91
Bo2g045900	Bo2g045900	250	565	567	272	172	566	677	577
Bo2g045910	Bo2g045910	1288	3297	3633	1848	1218	2458	3497	2828
Bo2g045920	Bo2g045920	0	0	0	0	0	2	3	0
Bo2g045930	Bo2g045930	18	69	22	15	5	51	32	37
Bo2g045950	Bo2g045950	13	50	13	5	7	87	76	50
Bo2g045960	Bo2g045960	0	0	1	1	0	0	0	0
Bo2g045980	Bo2g045980	0	0	0	0	0	1	2	3
Bo2g045990	Bo2g045990	0	0	0	0	0	1	0	1
Bo2g046000	Bo2g046000	0	0	0	0	2	0	6	3
Bo2g046020	Bo2g046020	28	71	50	71	18	62	71	66
Bo2g046030	Bo2g046030	1	0	0	0	1	0	0	1
Bo2g046050	Bo2g046050	2	4	0	0	0	1	0	0
Bo2g046080	Bo2g046080	77	197	390	322	208	452	450	408
Bo2g046090	Bo2g046090	100	271	174	117	57	148	155	113
Bo2g046100	Bo2g046100	3	15	7	5	5	25	24	27
